easy01a
trial 0	V	0.0545048713684	8	862.287171605	0
trial 0	RRT	0.000136852264404	7	1084.71678335	0
trial 1	RRT	0.000107049942017	6	920.165167083	0
trial 2	RRT	0.000241994857788	19	1646.32730425	0
trial 3	RRT	0.000142097473145	8	941.576894305	0
trial 4	RRT	0.000117063522339	14	1099.03184778	0
trial 5	RRT	0.000233173370361	16	1507.94015482	0
trial 6	RRT	0.000185251235962	14	1269.76062709	0
trial 7	RRT	0.000251054763794	16	1298.56793081	0
trial 8	RRT	0.000133991241455	8	964.716068555	0
trial 9	RRT	0.000171899795532	16	1163.46656352	0
trial 10	RRT	0.000144958496094	10	880.557051524	0
trial 11	RRT	0.000151872634888	12	1168.36730037	0
trial 12	RRT	0.000134944915771	12	1406.16553925	0
trial 13	RRT	0.000257253646851	12	1654.694423	0
trial 14	RRT	0.000141859054565	9	924.789487897	0
trial 15	RRT	0.000178098678589	14	1320.68119956	0
trial 16	RRT	0.000134944915771	21	926.641654199	0
trial 17	RRT	0.000205993652344	18	1380.21563011	0
trial 18	RRT	0.000200986862183	14	1098.93153993	0
trial 19	RRT	0.000127077102661	8	1015.10802712	0
trial 20	RRT	0.000162124633789	14	1611.74045772	0
trial 21	RRT	0.00014591217041	12	959.715806254	0
trial 22	RRT	0.000123977661133	15	888.843651818	0
trial 23	RRT	0.000142335891724	8	927.91484378	0
trial 24	RRT	0.000300168991089	34	1691.00672599	0
trial 25	RRT	0.000274896621704	15	1190.93423438	0
trial 26	RRT	0.000210046768188	15	1393.004165	0
trial 27	RRT	0.000119924545288	6	908.779549689	0
trial 28	RRT	0.000194072723389	15	1232.7936884	0
trial 29	RRT	0.000158786773682	16	1274.39435169	0
trial 30	RRT	0.000150918960571	11	969.419664464	0
trial 31	RRT	0.000169992446899	17	1262.93149046	0
trial 32	RRT	0.000232219696045	12	1065.32680614	0
trial 33	RRT	0.000192880630493	16	1259.14867361	0
trial 34	RRT	0.000112056732178	14	1006.78281422	0
trial 35	RRT	0.000261068344116	20	1697.73196418	0
trial 36	RRT	0.000162124633789	22	887.661663429	0
trial 37	RRT	0.000235795974731	16	990.625172565	0
trial 38	RRT	2.8133392334e-05	34	0	1
trial 39	RRT	0.000185966491699	18	984.560591116	0
trial 40	RRT	0.000226736068726	23	1847.15502448	0
trial 41	RRT	0.000183820724487	25	1366.97476091	0
trial 42	RRT	0.000118017196655	11	1089.53534785	0
trial 43	RRT	2.8133392334e-05	28	0	1
trial 44	RRT	0.000201940536499	17	1419.95186147	0
trial 45	RRT	0.000171899795532	22	1473.7835914	0
trial 46	RRT	0.000123262405396	5	966.031723632	0
trial 47	RRT	0.000110149383545	8	953.006574685	0
trial 48	RRT	3.19480895996e-05	26	0	1
trial 49	RRT	0.000188112258911	18	1486.63975365	0
trial 0	PRM	0.158573865891	142	1855.87595968	0
trial 1	PRM	0.124107122421	117	2404.73111257	0
trial 2	PRM	0.129014015198	118	2201.34218864	0
trial 3	PRM	0.124382019043	115	1904.8607033	0
trial 4	PRM	0.140421152115	122	2187.82637568	0
trial 5	PRM	0.137935876846	131	1697.33725647	0
trial 6	PRM	0.168860912323	117	2800.1438737	0
trial 7	PRM	0.11748290062	112	1705.55801612	0
trial 8	PRM	0.137137651443	122	1005.03437717	0
trial 9	PRM	0.139577627182	127	2626.44201815	0
trial 10	PRM	0.133919000626	119	3172.34173081	0
trial 11	PRM	0.138389110565	123	1295.67678494	0
trial 12	PRM	0.150660991669	110	1363.93570075	0
trial 13	PRM	0.147336006165	126	1506.32091891	0
trial 14	PRM	0.129810810089	119	1914.46170027	0
trial 15	PRM	0.135060071945	122	1652.31222875	0
trial 16	PRM	0.117426872253	111	1310.45680236	0
trial 17	PRM	0.133013248444	122	1985.91801992	0
trial 18	PRM	0.179501056671	128	1927.75192487	0
trial 19	PRM	0.122918128967	117	1539.37491702	0
trial 20	PRM	0.123927116394	117	2353.68637265	0
trial 21	PRM	0.124193191528	121	1530.59427956	0
trial 22	PRM	0.121615171432	115	1618.79662488	0
trial 23	PRM	0.118653059006	120	1899.11951462	0
trial 24	PRM	0.124574184418	116	996.597491364	0
trial 25	PRM	0.14684009552	120	2555.29411178	0
trial 26	PRM	0.126853227615	108	2215.04784229	0
trial 27	PRM	0.126384973526	116	1765.57861162	0
trial 28	PRM	0.13436293602	115	1124.81057846	0
trial 29	PRM	0.127648830414	115	1760.65748565	0
trial 30	PRM	0.135850906372	119	2299.60385715	0
trial 31	PRM	0.149063110352	116	1196.47278452	0
trial 32	PRM	0.143661260605	119	2063.65511212	0
trial 33	PRM	0.186682939529	150	1880.94510018	0
trial 34	PRM	0.135703086853	113	1322.52270337	0
trial 35	PRM	0.146994829178	132	1696.15225764	0
trial 36	PRM	0.141812086105	119	1664.3769617	0
trial 37	PRM	0.142598152161	117	1462.65774029	0
trial 38	PRM	0.126790761948	118	2089.71564197	0
trial 39	PRM	0.140769004822	122	1249.17681806	0
trial 40	PRM	0.148396015167	132	1706.02360533	0
trial 41	PRM	0.129749059677	122	1586.8936921	0
trial 42	PRM	0.127340078354	118	2507.40804207	0
trial 43	PRM	0.1299700737	118	1122.55151518	0
trial 44	PRM	0.132694959641	116	1678.79608996	0
trial 45	PRM	0.129461050034	115	1480.44666769	0
trial 46	PRM	0.142912864685	124	2711.33660386	0
trial 47	PRM	0.128668069839	115	1955.40851638	0
trial 48	PRM	0.137896060944	123	1991.96459938	0
trial 49	PRM	0.135460138321	122	2827.89065976	0
trial 0	VRRT	0.000615119934082	18	1005.96759265	0
trial 1	VRRT	0.000543117523193	26	1280.35209452	0
trial 2	VRRT	0.00052809715271	19	1508.55458835	0
trial 3	VRRT	0.000515937805176	10	950.92794718	0
trial 4	VRRT	0.000545978546143	31	1683.51927855	0
trial 5	VRRT	0.00049901008606	10	892.785221562	0
trial 6	VRRT	0.000497817993164	9	885.968032657	0
trial 7	VRRT	0.00083589553833	23	1416.73331158	0
trial 8	VRRT	0.000496864318848	18	946.84635955	0
trial 9	VRRT	0.000481843948364	11	933.083356388	0
trial 10	VRRT	0.000533819198608	7	978.784309719	0
trial 11	VRRT	0.000526905059814	13	1282.31876587	0
trial 12	VRRT	0.000653982162476	40	1481.34880378	0
trial 13	VRRT	0.00050163269043	7	948.674134165	0
trial 14	VRRT	0.000621795654297	24	1911.87932626	0
trial 15	VRRT	0.00049614906311	9	963.09777638	0
trial 16	VRRT	0.000473260879517	9	932.829424555	0
trial 17	VRRT	0.000562191009521	15	1698.73221946	0
trial 18	VRRT	0.000735759735107	15	952.662836755	0
trial 19	VRRT	0.000518798828125	7	966.996569743	0
trial 20	VRRT	0.00068998336792	21	986.043427411	0
trial 21	VRRT	0.000540256500244	6	967.381784476	0
trial 22	VRRT	0.000509738922119	13	948.564139211	0
trial 23	VRRT	0.000617265701294	12	959.270765491	0
trial 24	VRRT	0.000702142715454	24	1339.73116136	0
trial 25	VRRT	0.000539779663086	8	1304.8042033	0
trial 26	VRRT	0.000504970550537	22	1336.96733433	0
trial 27	VRRT	0.000609636306763	15	1732.40461559	0
trial 28	VRRT	0.000477075576782	19	1189.15453879	0
trial 29	VRRT	0.000530958175659	22	1502.68019778	0
trial 30	VRRT	0.000550985336304	21	1589.06299247	0
trial 31	VRRT	0.000515937805176	9	956.967048339	0
trial 32	VRRT	0.000468015670776	6	937.67827387	0
trial 33	VRRT	0.000594139099121	22	972.838865637	0
trial 34	VRRT	0.000548839569092	18	1852.76204909	0
trial 35	VRRT	0.00071382522583	23	1474.02981697	0
trial 36	VRRT	0.000525951385498	8	929.850935989	0
trial 37	VRRT	0.000550985336304	20	1305.98959976	0
trial 38	VRRT	0.000589847564697	14	2103.82854245	0
trial 39	VRRT	0.000535011291504	20	1460.4960353	0
trial 40	VRRT	0.000665187835693	29	1997.94203735	0
trial 41	VRRT	0.000941038131714	14	1152.05743886	0
trial 42	VRRT	0.000740051269531	11	941.925561108	0
trial 43	VRRT	0.000854730606079	19	1368.12974686	0
trial 44	VRRT	0.000509262084961	9	1277.96795743	0
trial 45	VRRT	0.000603914260864	16	1019.2321276	0
trial 46	VRRT	0.000552892684937	18	923.009978417	0
trial 47	VRRT	0.000657081604004	46	2500.18921611	0
trial 48	VRRT	0.000538110733032	11	1037.49393756	0
trial 49	VRRT	0.000509977340698	13	1019.88866522	0
trial 0	VPRM	0.151464939117	135	1717.83092306	0
trial 1	VPRM	0.157622098923	122	1594.20430591	0
trial 2	VPRM	0.133778095245	129	1067.04320029	0
trial 3	VPRM	0.147691011429	133	2747.93020181	0
trial 4	VPRM	0.158200979233	133	1173.04904861	0
trial 5	VPRM	0.124938964844	120	1150.97583019	0
trial 6	VPRM	0.148400783539	132	2092.48790166	0
trial 7	VPRM	0.13186621666	122	2791.85395841	0
trial 8	VPRM	0.126065969467	118	1530.1032646	0
trial 9	VPRM	0.143381357193	118	2262.83357712	0
trial 10	VPRM	0.132134914398	114	1671.63821966	0
trial 11	VPRM	0.137313127518	114	2763.31746064	0
trial 12	VPRM	0.141949892044	133	1446.37580935	0
trial 13	VPRM	0.126712083817	116	1614.01139649	0
trial 14	VPRM	0.134715080261	121	1165.8889023	0
trial 15	VPRM	0.176643848419	129	1674.40077547	0
trial 16	VPRM	0.141334295273	121	2098.4236572	0
trial 17	VPRM	0.126315116882	109	2597.0717361	0
trial 18	VPRM	0.127753973007	114	1137.15845832	0
trial 19	VPRM	0.142050027847	122	1921.83252405	0
trial 20	VPRM	0.153584241867	117	1478.79307755	0
trial 21	VPRM	0.15767788887	117	1747.59186578	0
trial 22	VPRM	0.129472732544	118	2092.5965423	0
trial 23	VPRM	0.127476215363	115	2589.14674202	0
trial 24	VPRM	0.142784118652	127	2019.31116692	0
trial 25	VPRM	0.144561767578	135	1634.40296338	0
trial 26	VPRM	0.14332985878	121	2434.55155772	0
trial 27	VPRM	0.123795032501	119	2086.35591557	0
trial 28	VPRM	0.120491027832	117	2145.47223795	0
trial 29	VPRM	0.142107009888	118	1193.61243558	0
trial 30	VPRM	0.132215738297	117	1540.22493696	0
trial 31	VPRM	0.151644945145	128	1803.62128984	0
trial 32	VPRM	0.139823913574	133	1845.80948346	0
trial 33	VPRM	0.129255056381	115	1613.06258592	0
trial 34	VPRM	0.123404741287	120	1052.53160234	0
trial 35	VPRM	0.140590190887	130	1372.34729647	0
trial 36	VPRM	0.151177883148	121	2254.69844349	0
trial 37	VPRM	0.131361961365	118	2013.44703275	0
trial 38	VPRM	0.129755973816	121	2477.63582258	0
trial 39	VPRM	0.131009817123	122	1604.32705816	0
trial 40	VPRM	0.125562906265	118	1437.06193663	0
trial 41	VPRM	0.151489973068	147	1661.12541272	0
trial 42	VPRM	0.135354042053	120	957.62783944	0
trial 43	VPRM	0.134610891342	117	1775.98604185	0
trial 44	VPRM	0.120036125183	117	1221.78537445	0
trial 45	VPRM	0.136734724045	119	1661.8833161	0
trial 46	VPRM	0.126215934753	117	1746.97332648	0
trial 47	VPRM	0.139600038528	127	2141.43858631	0
trial 48	VPRM	0.138320922852	120	2036.64482978	0
trial 49	VPRM	0.131375074387	117	2571.93025824	0
