medium02b
trial 0	V	0.261794090271	20	1213.08801841	0
trial 0	RRT	0.000306129455566	66	2002.88927385	0
trial 1	RRT	0.000223875045776	16	1457.75992695	0
trial 2	RRT	5.22136688232e-05	86	0	1
trial 3	RRT	0.00031590461731	43	1446.47073754	0
trial 4	RRT	4.00543212891e-05	58	0	1
trial 5	RRT	4.29153442383e-05	50	0	1
trial 6	RRT	4.41074371338e-05	46	0	1
trial 7	RRT	5.57899475098e-05	42	0	1
trial 8	RRT	5.00679016113e-05	39	0	1
trial 9	RRT	4.29153442383e-05	36	0	1
trial 10	RRT	4.6968460083e-05	35	0	1
trial 11	RRT	0.000121831893921	7	1990.26405994	0
trial 12	RRT	2.50339508057e-05	34	0	1
trial 13	RRT	3.2901763916e-05	31	0	1
trial 14	RRT	3.79085540771e-05	29	0	1
trial 15	RRT	4.2200088501e-05	29	0	1
trial 16	RRT	4.10079956055e-05	27	0	1
trial 17	RRT	3.38554382324e-05	27	0	1
trial 18	RRT	3.88622283936e-05	26	0	1
trial 19	RRT	3.2901763916e-05	25	0	1
trial 20	RRT	3.00407409668e-05	24	0	1
trial 21	RRT	0.000170946121216	16	2048.23907261	0
trial 22	RRT	3.00407409668e-05	23	0	1
trial 23	RRT	4.29153442383e-05	23	0	1
trial 24	RRT	0.000180959701538	16	1716.40301325	0
trial 25	RRT	3.00407409668e-05	22	0	1
trial 26	RRT	3.09944152832e-05	22	0	1
trial 27	RRT	3.17096710205e-05	21	0	1
trial 28	RRT	3.43322753906e-05	21	0	1
trial 29	RRT	2.78949737549e-05	21	0	1
trial 30	RRT	3.69548797607e-05	20	0	1
trial 31	RRT	0.000217914581299	17	2121.80844545	0
trial 32	RRT	2.90870666504e-05	19	0	1
trial 33	RRT	5.50746917725e-05	19	0	1
trial 34	RRT	3.79085540771e-05	19	0	1
trial 35	RRT	2.88486480713e-05	19	0	1
trial 36	RRT	3.09944152832e-05	18	0	1
trial 37	RRT	3.00407409668e-05	18	0	1
trial 38	RRT	0.000178098678589	17	1999.62263142	0
trial 39	RRT	2.90870666504e-05	17	0	1
trial 40	RRT	3.00407409668e-05	17	0	1
trial 41	RRT	0.000185966491699	17	2030.23294824	0
trial 42	RRT	3.21865081787e-05	17	0	1
trial 43	RRT	3.981590271e-05	17	0	1
trial 44	RRT	3.31401824951e-05	17	0	1
trial 45	RRT	2.8133392334e-05	16	0	1
trial 46	RRT	3.09944152832e-05	16	0	1
trial 47	RRT	2.71797180176e-05	16	0	1
trial 48	RRT	2.50339508057e-05	16	0	1
trial 49	RRT	2.88486480713e-05	17	0	1
trial 0	PRM	0.236133813858	119	2737.79418522	0
trial 1	PRM	0.358415126801	122	0	1
trial 2	PRM	0.285218238831	115	1965.08166352	0
trial 3	PRM	0.198482990265	116	1782.05243387	0
trial 4	PRM	0.285118103027	111	3205.3690902	0
trial 5	PRM	0.272004127502	108	2310.32491601	0
trial 6	PRM	0.381802082062	119	2061.84260875	0
trial 7	PRM	0.30594587326	117	2102.3140816	0
trial 8	PRM	0.218808174133	120	2068.03205505	0
trial 9	PRM	0.347061157227	111	2085.98994875	0
trial 10	PRM	0.310420036316	122	3273.17001598	0
trial 11	PRM	0.326150894165	114	1631.66875878	0
trial 12	PRM	0.316219806671	119	2715.92825026	0
trial 13	PRM	0.326706171036	111	2196.1262867	0
trial 14	PRM	0.260720968246	125	2491.59472024	0
trial 15	PRM	0.212104082108	119	2512.59901826	0
trial 16	PRM	0.242024183273	117	2835.05570536	0
trial 17	PRM	0.201651096344	118	2187.48658309	0
trial 18	PRM	0.165109872818	112	2632.9754509	0
trial 19	PRM	0.2144510746	122	2474.51032926	0
trial 20	PRM	0.201798915863	123	2139.30054637	0
trial 21	PRM	0.239844799042	117	3024.88717903	0
trial 22	PRM	0.201573133469	118	2784.906084	0
trial 23	PRM	0.187119245529	119	2314.05011219	0
trial 24	PRM	0.335168123245	121	2093.34869717	0
trial 25	PRM	0.322610855103	130	2256.94449648	0
trial 26	PRM	0.25612616539	118	2557.8308067	0
trial 27	PRM	0.19727897644	117	2263.9327813	0
trial 28	PRM	0.224501132965	117	2724.16042931	0
trial 29	PRM	0.224990129471	119	2194.0020979	0
trial 30	PRM	0.226938009262	116	2541.68352218	0
trial 31	PRM	0.210865020752	117	1973.15596411	0
trial 32	PRM	0.33488202095	117	2312.61845065	0
trial 33	PRM	0.321002006531	127	1853.16445027	0
trial 34	PRM	0.308942079544	119	1588.14544241	0
trial 35	PRM	0.198172807693	117	2481.75412537	0
trial 36	PRM	0.174226999283	116	2342.08438495	0
trial 37	PRM	0.243077993393	118	2784.9604666	0
trial 38	PRM	0.197293996811	115	2490.96892128	0
trial 39	PRM	0.198603153229	119	2954.3265744	0
trial 40	PRM	0.188822984695	114	2130.43210114	0
trial 41	PRM	0.353165149689	120	2361.3258841	0
trial 42	PRM	0.302847146988	118	2627.58294125	0
trial 43	PRM	0.319464921951	118	2940.01848753	0
trial 44	PRM	0.321676015854	111	2526.54529716	0
trial 45	PRM	0.327629089355	127	2796.78462073	0
trial 46	PRM	0.218294143677	116	2398.86714246	0
trial 47	PRM	0.216038942337	117	2123.8126663	0
trial 48	PRM	0.178988933563	110	2162.80650188	0
