easy02b	trial 0	V	0.0675029754639					8			772.871849446	0
easy02b	trial 0	RRT	1.57888674736					56	7	28	2196.11363366	0
easy02b	trial 1	RRT	0.257934808731					10	9	33	1287.44891462	0
easy02b	trial 2	RRT	0.341822862625					12	12	42	1559.84320729	0
easy02b	trial 3	RRT	0.647449970245					20	14	51	1573.30470929	0
easy02b	trial 4	RRT	2.41628980637					60	21	112	1461.24269708	0
easy02b	trial 5	RRT	5.0131289959					93	34	215	0	1
easy02b	trial 6	RRT	1.68975877762					27	41	230	1141.93992629	0
easy02b	trial 7	RRT	1.10694479942					17	45	240	987.004892322	0
easy02b	trial 8	RRT	4.32955503464					58	55	287	1023.84629228	0
easy02b	trial 9	RRT	1.74635982513					22	62	303	1036.72246278	0
easy02b	trial 10	RRT	3.45920991898					40	69	340	1698.58725727	0
easy02b	trial 11	RRT	1.51108980179					17	72	342	947.533050177	0
easy02b	trial 12	RRT	5.09770989418					52	81	379	0	1
easy02b	trial 13	RRT	2.88729023933					28	91	399	1727.0180767	0
easy02b	trial 14	RRT	5.11531186104					46	98	428	0	1
easy02b	trial 15	RRT	0.713795900345					7	101	431	848.625281353	0
easy02b	trial 16	RRT	4.53664922714					38	109	458	1140.21415509	0
easy02b	trial 17	RRT	4.77843308449					38	116	497	1471.1306393	0
easy02b	trial 18	RRT	5.02458500862					38	125	523	0	1
easy02b	trial 19	RRT	1.26829719543					10	130	523	875.549524273	0
easy02b	trial 20	RRT	4.04920387268					29	137	542	1593.75329453	0
easy02b	trial 21	RRT	3.72016811371					26	145	553	2332.39833454	0
easy02b	trial 22	RRT	2.5834209919					18	148	567	938.81444318	0
easy02b	trial 23	RRT	4.38038396835					29	154	586	958.312133583	0
easy02b	trial 24	RRT	5.07973909378					32	161	604	0	1
easy02b	trial 25	RRT	5.04080510139					31	167	636	0	1
easy02b	trial 26	RRT	5.02725410461					30	176	651	0	1
easy02b	trial 27	RRT	5.17378091812					30	183	676	0	1
easy02b	trial 28	RRT	5.14007210732					29	190	698	0	1
easy02b	trial 29	RRT	5.11061882973					28	201	718	0	1
easy02b	trial 30	RRT	5.13117909431					27	208	729	0	1
easy02b	trial 31	RRT	5.1533908844					27	215	754	0	1
easy02b	trial 32	RRT	3.48886609077					18	224	768	1048.04912268	0
easy02b	trial 33	RRT	1.85836601257					10	226	768	877.313272822	0
easy02b	trial 34	RRT	5.02496600151					25	235	791	0	1
easy02b	trial 35	RRT	5.10308909416					25	241	815	0	1
easy02b	trial 36	RRT	5.02435994148					24	248	822	0	1
easy02b	trial 37	RRT	5.11431598663					24	257	849	0	1
easy02b	trial 38	RRT	5.17971515656					24	264	866	0	1
easy02b	trial 39	RRT	5.05311584473					23	270	888	0	1
easy02b	trial 40	RRT	5.1384999752					23	278	904	0	1
